question,answer,first_instruction,history,current_view_coord,previous_views_coord,map_name,gps_botm_left,gps_top_right,lng_ratio,lat_ratio
 I see multiple high buildings. Which one is the destination? What is the destination look like?.  , Go to your 7 o'clock until you reach the building close to a crane.  ," Hi drone,Could you please turn 5 o'clock direction and move towards you crossing a roads,and then you reah high building a destination.  ","["" [INS] Hi drone,Could you please turn 5 o'clock direction and move towards you crossing a roads,and then you reah high building a destination..  ""]","[[-33.923297761337196, 151.1854834219843], [-33.92360130306517, 151.18356690997553], [-33.92168479036429, 151.18326337286155], [-33.92138125740295, 151.18517988025633]]",[],2544,"[-33.92661722838235, 151.1810496740684]","[-33.91744365160817, 151.19205523927226]",3.780681966289141e-06,3.779800895830273e-06
 I headed east after seeing red apartment. I cannot follow the instruction any more. Please further explain it.  , Go in the 3 o'clock direction from your current position.  ," Head south, after reaching the red apartment, head east, structure is the taller grey apartment to the right of the short one.  ","[' [INS] Head south, after reaching the red apartment, head east, structure is the taller grey apartment to the right of the short one.  ']","[[-33.923752041500606, 151.18845394069507], [-33.92454130563835, 151.1884125788211], [-33.92449974536175, 151.18761953949647], [-33.923710482608215, 151.18766090090904]]",[],2544,"[-33.92661722838235, 151.1810496740684]","[-33.91744365160817, 151.19205523927226]",3.780681966289141e-06,3.779800895830273e-06
 I see the tall gray structure. Am I near the destination? How does the destination look like? How to go to destinaton?.  ," Head towards 7 o'clock direction, cross the road. The destination is a gray color building with two other buildings in both side.  "," Head south, after reaching the red apartment, head east, structure is the taller grey apartment to the right of the short one.  ","[' [INS] Head south, after reaching the red apartment, head east, structure is the taller grey apartment to the right of the short one.  ', ""[QUE] I headed east after seeing red apartment. I cannot follow the instruction any more. Please further explain it..  [INS] Go in the 3 o'clock direction from your current position..  ""]","[[-33.92566326747492, 151.1890499875523], [-33.92556924769604, 151.1872558117617], [-33.92377129856418, 151.18735002948182], [-33.92386531742025, 151.1891442038882]]","[[[-33.923752041500606, 151.18845394069507], [-33.92454130563835, 151.1884125788211], [-33.92449974536175, 151.18761953949647], [-33.923710482608215, 151.18766090090904]]]",2544,"[-33.92661722838235, 151.1810496740684]","[-33.91744365160817, 151.19205523927226]",3.780681966289141e-06,3.779800895830273e-06
 I see the first building after turning around. Is the destination in my view? How does the destination look like?.  ," Yes, the destination is the first building that is to the north.  ", You need to turn around and go in a five o'clock direction from where you are. The very first building you meet from that point is your destination.  ,"["" [INS] You need to turn around and go in a five o'clock direction from where you are. The very first building you meet from that point is your destination..  ""]","[[-33.923870821065066, 151.18622361641715], [-33.922572278126566, 151.18580168737552], [-33.922150349084944, 151.18710023031403], [-33.923448892023444, 151.18752215935564]]",[],2544,"[-33.92661722838235, 151.1810496740684]","[-33.91744365160817, 151.19205523927226]",3.780681966289141e-06,3.779800895830273e-06
 I see two parking lots. Which parking lot is it? What is destination's color and shape?.  ," you are in the right position, your destiny is in front of you.  "," Hi drone, head forward. After passing a building turn west the destination is a parking.  ","[' [INS] Hi drone, head forward. After passing a building turn west the destination is a parking.  ']","[[-33.92264586729327, 151.18771704565296], [-33.92132104615648, 151.18804735374198], [-33.92165136808755, 151.18937216565075], [-33.92297618691733, 151.18904185756173]]",[],2544,"[-33.92661722838235, 151.1810496740684]","[-33.91744365160817, 151.19205523927226]",3.780681966289141e-06,3.779800895830273e-06
 I see two dark gray buildings. Can I see the destination? How to go to destinaton?.  ," yes, you can see the destination , turn to your 11 o'clock direction and move little forward.  "," Hi drone, head forward towards 7 o'clock direction. After passing a U shaped building and two dark gray buildings the destination is a light tan and white roofed building surround by multiple other buildings.  ","["" [INS] Hi drone, head forward towards 7 o'clock direction. After passing a U shaped building and two dark gray buildings the destination is a light tan and white roofed building surround by multiple other buildings.  ""]","[[-33.92386980029198, 151.18996401155283], [-33.92511774779017, 151.18811387007017], [-33.92327073968491, 151.18686803579075], [-33.922022788956916, 151.18871817496643]]",[],2544,"[-33.92661722838235, 151.1810496740684]","[-33.91744365160817, 151.19205523927226]",3.780681966289141e-06,3.779800895830273e-06
 I see a light tan white roof building in my view after turning 11 o'clock. Am I near the destination? What is destination's color and shape? Which direction should I go?.  , Yes. Destination is a depressed tan building roof. You should go to your seven o'clock.  ," Hi drone, head forward towards 7 o'clock direction. After passing a U shaped building and two dark gray buildings the destination is a light tan and white roofed building surround by multiple other buildings.  ","["" [INS] Hi drone, head forward towards 7 o'clock direction. After passing a U shaped building and two dark gray buildings the destination is a light tan and white roofed building surround by multiple other buildings.  "", ""[QUE] I see two dark gray buildings. Can I see the destination? How to go to destinaton?.  [INS] yes, you can see the destination , turn to your 11 o'clock direction and move little forward.  ""]","[[-33.92381798523825, 151.19053316582082], [-33.925507156665006, 151.1893059200227], [-33.924282134821986, 151.1876198076877], [-33.92259296108822, 151.18884705071744]]","[[[-33.92386980029198, 151.18996401155283], [-33.92511774779017, 151.18811387007017], [-33.92327073968491, 151.18686803579075], [-33.922022788956916, 151.18871817496643]]]",2544,"[-33.92661722838235, 151.1810496740684]","[-33.91744365160817, 151.19205523927226]",3.780681966289141e-06,3.779800895830273e-06
 I see the road. I cannot follow the instruction any more. Please further explain it.  ," Move towards 3 o'clock direction, pass the buildings nearby, grey colored building is your destination.  ", Go straight across the road take left the running cars and take right the cross trees in some buildings.  ,[' [INS] Go straight across the road take left the running cars and take right the cross trees in some buildings.  '],"[[-33.922198853814415, 151.18500471644379], [-33.921743249386026, 151.1865935616563], [-33.92333209459852, 151.18704916608468], [-33.92378769902692, 151.18546032087218]]",[],2544,"[-33.92661722838235, 151.1810496740684]","[-33.91744365160817, 151.19205523927226]",3.780681966289141e-06,3.779800895830273e-06
 I see the gray building at my 3 o'clock. Is the destination in my view? How does the destination look like? Where should I go now? .  ," The destination is not in your sight, head east, pass the buildings and roads and go to the rectangular building with a moss-colored roof, that's the destination.  ", Go straight across the road take left the running cars and take right the cross trees in some buildings.  ,"[' [INS] Go straight across the road take left the running cars and take right the cross trees in some buildings.  ', ""[QUE] I see the road. I cannot follow the instruction any more. Please further explain it..  [INS] Move towards 3 o'clock direction, pass the buildings nearby, grey colored building is your destination..  ""]","[[-33.921385479645714, 151.18718934866143], [-33.923319789062944, 151.18774401875524], [-33.92387445915676, 151.18580970933803], [-33.92194014973953, 151.1852550392442]]","[[[-33.922198853814415, 151.18500471644379], [-33.921743249386026, 151.1865935616563], [-33.92333209459852, 151.18704916608468], [-33.92378769902692, 151.18546032087218]]]",2544,"[-33.92661722838235, 151.1810496740684]","[-33.91744365160817, 151.19205523927226]",3.780681966289141e-06,3.779800895830273e-06
" I went across the road. I am a liitle confused, what should I do now.  ", turn toward three 'o clock dfirection cross the road a gray roofed building next to large building is your destination.  , Go forward directions and turn right cross the cars in right side view of grey colour building.  ,[' [INS] Go forward directions and turn right cross the cars in right side view of grey colour building.  '],"[[-33.921297324713144, 151.18555094878036], [-33.92163040582504, 151.1845258466603], [-33.92060530093658, 151.1841927648563], [-33.92027222005538, 151.18521786905265]]",[],2544,"[-33.92661722838235, 151.1810496740684]","[-33.91744365160817, 151.19205523927226]",3.780681966289141e-06,3.779800895830273e-06
 I see the big gray building. Is the destination in my view? Where should I go now? What is destination's color and shape?.  ," Yes, the destination is in your view, please keep moving up to the next grey rectangle building - it's your destination.  ", Go forward directions and turn right cross the cars in right side view of grey colour building.  ,"[' [INS] Go forward directions and turn right cross the cars in right side view of grey colour building.  ', ""[QUE] I went across the road. I am a liitle confused, what should I do now..  [INS] turn toward three 'o clock dfirection cross the road a gray roofed building next to large building is your destination.  ""]","[[-33.92164849477187, 151.18301890633737], [-33.920011702794234, 151.18278886055847], [-33.91978165540045, 151.18442565691944], [-33.9214184496851, 151.18465570085272]]","[[[-33.921297324713144, 151.18555094878036], [-33.92163040582504, 151.1845258466603], [-33.92060530093658, 151.1841927648563], [-33.92027222005538, 151.18521786905265]]]",2544,"[-33.92661722838235, 151.1810496740684]","[-33.91744365160817, 151.19205523927226]",3.780681966289141e-06,3.779800895830273e-06
 I see multiple buildings passing the street. What is destination's color and shape? .  , your destination is a gray triangular shaped building to your left.  ," Hi drone, head forward towards 5 o'clock direction. After passing the street the destination is a triangle shaped building surrounded by other buildings.  ","["" [INS] Hi drone, head forward towards 5 o'clock direction. After passing the street the destination is a triangle shaped building surrounded by other buildings..  ""]","[[-33.921297528127944, 151.18208518196587], [-33.91942929601617, 151.1821177827486], [-33.9194618970296, 151.18398601486038], [-33.92133012937207, 151.18395341407765]]",[],2544,"[-33.92661722838235, 151.1810496740684]","[-33.91744365160817, 151.19205523927226]",3.780681966289141e-06,3.779800895830273e-06
 I see the gray triangular building on my left. Is the destination in my view? How does the destination look like? How to go to destinaton?.  ," The destination is not in your sight, head northeast, pass the buildings and head towards the building with a gray triangular roof and which is in front of a parking lot.  "," Hi drone, head forward towards 5 o'clock direction. After passing the street the destination is a triangle shaped building surrounded by other buildings.  ","["" [INS] Hi drone, head forward towards 5 o'clock direction. After passing the street the destination is a triangle shaped building surrounded by other buildings..  "", ""[QUE] I see multiple buildings passing the street. What is destination's color and shape? .  [INS] your destination is a gray triangular shaped building to your left.  ""]","[[-33.92113359257512, 151.1822549058296], [-33.920055897146355, 151.182273711631], [-33.92007470317844, 151.1833514071751], [-33.9211523988379, 151.18333260137373]]","[[[-33.921297528127944, 151.18208518196587], [-33.91942929601617, 151.1821177827486], [-33.9194618970296, 151.18398601486038], [-33.92133012937207, 151.18395341407765]]]",2544,"[-33.92661722838235, 151.1810496740684]","[-33.91744365160817, 151.19205523927226]",3.780681966289141e-06,3.779800895830273e-06
 I don't understand side straight walk to the road. I cannot follow the instruction any more. Please further explain it.  , your destination is on your right in home group.  ," Could please get in to the side straight walk to the road. And you have opposite side for the destination building. So, you have quickly very easy to destination building block. And you reach for destination block reach to them.  ","[' [INS] Could please get in to the side straight walk to the road. And you have opposite side for the destination building. So, you have quickly very easy to destination building block. And you reach for destination block reach to them..  ']","[[22.58841592337258, 120.3138140659623], [22.58900464512056, 120.31308705552462], [22.589731655558246, 120.31367577727259], [22.58914293381027, 120.31440278771028]]",[],1361,"[22.58616344680836, 120.30692130196455]","[22.59534932542167, 120.31681903693017]",3.005689330587311e-06,3.003884438622935e-06
 I see some buildings together. Is the destination in my view? What is destination's color and shape? In what direction is our destination?.  ," Turn to face west, and pass over two buildings to reach the destination that is a group of multicolored buildings.  "," Could please get in to the side straight walk to the road. And you have opposite side for the destination building. So, you have quickly very easy to destination building block. And you reach for destination block reach to them.  ","[' [INS] Could please get in to the side straight walk to the road. And you have opposite side for the destination building. So, you have quickly very easy to destination building block. And you reach for destination block reach to them..  ', ""[QUE] I don't understand side straight walk to the road. I cannot follow the instruction any more. Please further explain it..  [INS] your destination is on your right in home group.  ""]","[[22.58864090021921, 120.31370747604049], [22.58909391914089, 120.31314804363254], [22.58965335154885, 120.31360106255421], [22.589200332627172, 120.31416049496217]]","[[[22.58841592337258, 120.3138140659623], [22.58900464512056, 120.31308705552462], [22.589731655558246, 120.31367577727259], [22.58914293381027, 120.31440278771028]]]",1361,"[22.58616344680836, 120.30692130196455]","[22.59534932542167, 120.31681903693017]",3.005689330587311e-06,3.003884438622935e-06
 I see the multicolored buildings. Am I near the destination? How does the destination look like? Which direction should I go? .  , You are very close to the destination. Looks like you just flew past the destination. Move towards your 6 o'clock direction. You will cross a parking spaces and see a cluster of building with beige roof. That is our destination.  ," Could please get in to the side straight walk to the road. And you have opposite side for the destination building. So, you have quickly very easy to destination building block. And you reach for destination block reach to them.  ","[' [INS] Could please get in to the side straight walk to the road. And you have opposite side for the destination building. So, you have quickly very easy to destination building block. And you reach for destination block reach to them..  ', ""[QUE] I don't understand side straight walk to the road. I cannot follow the instruction any more. Please further explain it..  [INS] your destination is on your right in home group.  "", ""[QUE] I see some buildings together. Is the destination in my view? What is destination's color and shape? In what direction is our destination?.  [INS] Turn to face west, and pass over two buildings to reach the destination that is a group of multicolored buildings..  ""]","[[22.58851192187752, 120.31229832065802], [22.58973473165555, 120.31227697848443], [22.58975607932941, 120.31349979486279], [22.588533264417787, 120.31352113740306]]","[[[22.58841592337258, 120.3138140659623], [22.58900464512056, 120.31308705552462], [22.589731655558246, 120.31367577727259], [22.58914293381027, 120.31440278771028]], [[22.58864090021921, 120.31370747604049], [22.58909391914089, 120.31314804363254], [22.58965335154885, 120.31360106255421], [22.589200332627172, 120.31416049496217]]]",1361,"[22.58616344680836, 120.30692130196455]","[22.59534932542167, 120.31681903693017]",3.005689330587311e-06,3.003884438622935e-06
" I see multiple road. I am a liitle confused, what should I do now.  ", Go in the 11 o'clock direction from your current position.  ," Hi drone, head forward towards 10 o'clock direction. Follow the direction until u see the road. The destination is a building with parking.  ","["" [INS] Hi drone, head forward towards 10 o'clock direction. Follow the direction until u see the road. The destination is a building with parking.  ""]","[[22.592222379323285, 120.30824259332664], [22.592780456829757, 120.30924939843892], [22.59177628745006, 120.30980601378852], [22.591218210676956, 120.30879921527657]]",[],1361,"[22.58616344680836, 120.30692130196455]","[22.59534932542167, 120.31681903693017]",3.005689330587311e-06,3.003884438622935e-06
" I see the road, but don't see the building with parking lot. I am a liitle confused, what should I do now. How does the destination look like? How to go to destinaton?.  "," go backwards then slightly to your left, your destination is an orange building with parking.  "," Hi drone, head forward towards 10 o'clock direction. Follow the direction until u see the road. The destination is a building with parking.  ","["" [INS] Hi drone, head forward towards 10 o'clock direction. Follow the direction until u see the road. The destination is a building with parking.  "", ""[QUE] I see multiple road. I am a liitle confused, what should I do now..  [INS] Go in the 11 o'clock direction from your current position..  ""]","[[22.592028885642453, 120.3069399810033], [22.59337197858779, 120.30745555119131], [22.59285748930728, 120.30879582606988], [22.591514401495537, 120.30828026038523]]","[[[22.592222379323285, 120.30824259332664], [22.592780456829757, 120.30924939843892], [22.59177628745006, 120.30980601378852], [22.591218210676956, 120.30879921527657]]]",1361,"[22.58616344680836, 120.30692130196455]","[22.59534932542167, 120.31681903693017]",3.005689330587311e-06,3.003884438622935e-06
 I followed the road. Which direction should I go?.  , Turn to your 9 o'clock and move forward until you see a very tall buildings.  , Go to forward direction then walk along with the road and cross the buildings again take turn left again walk to road then reached destination of large building.  ,[' [INS] Go to forward direction then walk along with the road and cross the buildings again take turn left again walk to road then reached destination of large building..  '],"[[22.593663514913832, 120.31405419235566], [22.59318059062115, 120.31477015677102], [22.592464623822323, 120.31428723541183], [22.592947547381637, 120.31357127099645]]",[],1361,"[22.58616344680836, 120.30692130196455]","[22.59534932542167, 120.31681903693017]",3.005689330587311e-06,3.003884438622935e-06
 I see the tall building. Is the destination in my view? What is the destination look like? How to go to destinaton? .  , The destination is in view. The goal looks like a high rise building colored gray. Move to the west to arrive.  , Go to forward direction then walk along with the road and cross the buildings again take turn left again walk to road then reached destination of large building.  ,"[' [INS] Go to forward direction then walk along with the road and cross the buildings again take turn left again walk to road then reached destination of large building..  ', ""[QUE] I followed the road. Which direction should I go?.  [INS] Turn to your 9 o'clock and move forward until you see a very tall buildings.  ""]","[[22.59373411922617, 120.31201918018152], [22.59445008382488, 120.31250210264078], [22.593967160907265, 120.31321807218974], [22.593251196583566, 120.31273514753036]]","[[[22.593663514913832, 120.31405419235566], [22.59318059062115, 120.31477015677102], [22.592464623822323, 120.31428723541183], [22.592947547381637, 120.31357127099645]]]",1361,"[22.58616344680836, 120.30692130196455]","[22.59534932542167, 120.31681903693017]",3.005689330587311e-06,3.003884438622935e-06
 I see the rectangle shape building. Am I near the destination? How to go to destinaton?.  ," Yes, you are near the destination. You have to turn to 3 o'clock and move forward to reach the destination.  ", Please head to the most south eastern part of the area and go to the building that is rectangle in shape.  ,[' [INS] Please head to the most south eastern part of the area and go to the building that is rectangle in shape..  '],"[[6.174176497539193, 1.2573232439903066], [6.1735034680075165, 1.2566733081861692], [6.174151432687541, 1.2560023190989547], [6.174824460486208, 1.2566522555962956]]",[],2510,"[6.170612803600645, 1.2495012386063165]","[6.179687402888147, 1.2585720112823826]",2.8399413513043693e-06,2.839361479193379e-06
 I go towards 5 o'clock direction. I see tan colored pentagonal building. Am I near the destination? Which direction should I go?.  ," Yes, fate is in your field of vision. Go in the 10 o'clock direction from your current position.  "," Drone, reverse immediately in your 5 o'clock direction. Pass the tan colored pentagonal shaped building. The destination is a small square building just after passing the large pentagonal shaped building.  ","["" [INS] Drone, reverse immediately in your 5 o'clock direction. Pass the tan colored pentagonal shaped building. The destination is a small square building just after passing the large pentagonal shaped building..  ""]","[[6.172263125529477, 1.2526890301541056], [6.173078181017603, 1.2510893896302882], [6.174677821194819, 1.2519044458116186], [6.17386276536009, 1.253504085988834]]",[],2510,"[6.170612803600645, 1.2495012386063165]","[6.179687402888147, 1.2585720112823826]",2.8399413513043693e-06,2.839361479193379e-06
 I only see a small black square building. Am I near the destination? What is the destination look like? Which direction should I go?.  , You are not near the destination. The destination looks like a small gray building. You should go to your six o'clock.  ," Drone, reverse immediately in your 5 o'clock direction. Pass the tan colored pentagonal shaped building. The destination is a small square building just after passing the large pentagonal shaped building.  ","["" [INS] Drone, reverse immediately in your 5 o'clock direction. Pass the tan colored pentagonal shaped building. The destination is a small square building just after passing the large pentagonal shaped building..  "", ""[QUE] I go towards 5 o'clock direction. I see tan colored pentagonal building. Am I near the destination? Which direction should I go?.  [INS] Yes, fate is in your field of vision. Go in the 10 o'clock direction from your current position..  ""]","[[6.173488619453418, 1.2527670667774522], [6.17313717915002, 1.252225893213882], [6.173678345781555, 1.251874453083784], [6.174029789550971, 1.252415624394443]]","[[[6.172263125529477, 1.2526890301541056], [6.173078181017603, 1.2510893896302882], [6.174677821194819, 1.2519044458116186], [6.17386276536009, 1.253504085988834]]]",2510,"[6.170612803600645, 1.2495012386063165]","[6.179687402888147, 1.2585720112823826]",2.8399413513043693e-06,2.839361479193379e-06
 I see multiple rectangular buildings. Can I see the destination? What is the destination look like?.  , You can see the destination. It is the middle of three square roof buildings.  ," Hey drone, head southeast, go through the dirt terrain and head to the rectangular building between two buildings, this is your destination.  ","[' [INS] Hey drone, head southeast, go through the dirt terrain and head to the rectangular building between two buildings, this is your destination..  ']","[[6.175190428733199, 1.2567171967162774], [6.174440635580478, 1.2559407547419386], [6.175217069582977, 1.2551909581231997], [6.17596687105414, 1.255967396631521]]",[],2510,"[6.170612803600645, 1.2495012386063165]","[6.179687402888147, 1.2585720112823826]",2.8399413513043693e-06,2.839361479193379e-06
 I don't see the square roof buildings. Am I near the destination? What is destination's color and shape?.  , Turn towards 1 o'clock direction. after passing the ground. The destination is a gray color building in the middle of buildings of same type.  ," Hey drone, head southeast, go through the dirt terrain and head to the rectangular building between two buildings, this is your destination.  ","[' [INS] Hey drone, head southeast, go through the dirt terrain and head to the rectangular building between two buildings, this is your destination..  ', '[QUE] I see multiple rectangular buildings. Can I see the destination? What is the destination look like?.  [INS] You can see the destination. It is the middle of three square roof buildings..  ']","[[6.175273180294604, 1.2566994070622055], [6.174623247263281, 1.2560263744111138], [6.175296273328939, 1.2553764379137728], [6.175946213292298, 1.2560494664056436]]","[[[6.175190428733199, 1.2567171967162774], [6.174440635580478, 1.2559407547419386], [6.175217069582977, 1.2551909581231997], [6.17596687105414, 1.255967396631521]]]",2510,"[6.170612803600645, 1.2495012386063165]","[6.179687402888147, 1.2585720112823826]",2.8399413513043693e-06,2.839361479193379e-06
" I turned left and move a little forward. Is the destination in my view? I am a liitle confused, what should I do now.  ", Turn to your 11 o'clock and continue forward until you spot a building with a white roof in an L-shape with another building with a white roof atop of the L-shape.  That is your destination.  , HI DRONE TURN LEFT SIDE AND MOVE IN A FORWARD DIRECTION.  ,[' [INS] HI DRONE TURN LEFT SIDE AND MOVE IN A FORWARD DIRECTION.  '],"[[6.174492018919221, 1.2560917670580805], [6.174005026486728, 1.2565151015746365], [6.173579829332405, 1.256025965410363], [6.174066821071694, 1.2556026302006036]]",[],2510,"[6.170612803600645, 1.2495012386063165]","[6.179687402888147, 1.2585720112823826]",2.8399413513043693e-06,2.839361479193379e-06
 I see some buildings next to the highway. Is the destination in my view? What is the destination look like?.  ," Yes, the destination is in your view. The destination is the bigger red rectangular rooftop.  ", Destination is a small rectangular building at the side of a highway running east to your six o'clock.  ,"["" [INS] Destination is a small rectangular building at the side of a highway running east to your six o'clock..  ""]","[[8.976435798941155, 38.801699077447466], [8.976506014570147, 38.80270304491491], [8.975502040073875, 38.80277325642946], [8.975431827187842, 38.80176928519045]]",[],1508,"[8.969369851208047, 38.796351727865236]","[8.978411345372184, 38.80545797007344]",2.812304573257204e-06,2.8087897372277613e-06
 I see multiple airplanes. Can I see the destination? Where should I go now?.  ," your destination is in front of you, it's the penultimate plane.  "," Hi drone,could you please turn 11 o'clock direction you seeing first flight is a destination.  ","["" [INS] Hi drone,could you please turn 11 o'clock direction you seeing first flight is a destination..  ""]","[[23.855863996907, 90.3957227841249], [23.856940667846658, 90.39566635168508], [23.856997097127948, 90.39674301806241], [23.85592042618829, 90.39679945050223]]",[],2341,"[23.85172556698425, 90.38923662040621]","[23.86091683356868, 90.3992314291972]",2.875376522148303e-06,2.874966088342091e-06
 I see multiple airplanes. What is destination's color and shape? .  , You have arrived at your destination.  ," Please take right U turn and fly over two areophane, third areophane is your destination.  ","[' [INS] Please take right U turn and fly over two areophane, third areophane is your destination..  ']","[[23.857140567840325, 90.39614356589705], [23.856601358334483, 90.39672180748948], [23.856023118496786, 90.3961825969308], [23.856562328002628, 90.39560435533836]]",[],2341,"[23.85172556698425, 90.38923662040621]","[23.86091683356868, 90.3992314291972]",2.875376522148303e-06,2.874966088342091e-06
 I see a building with black roof. Is the destination in my view? Where should I go now?.  ," Destination is a long metal roof, the middle of three roofs behind at your six o'clock.  ", Continue on; you'll see your destination right after the black roof structures.  ,"["" [INS] Continue on; you'll see your destination right after the black roof structures..  ""]","[[8.99128314984849, 38.82083094792816], [8.991516404152769, 38.81963092605549], [8.992716428085082, 38.81986417967322], [8.992483170348065, 38.821064202575705]]",[],1530,"[8.987458799046758, 38.81454168678155]","[8.996510949528268, 38.823642096200494]",2.8113714609027293e-06,2.8121001806494015e-06
 I do not see triangle group of houses. I cannot follow the instruction any more. Please further explain it.  ," turn to your left and you will find a group of houses, the destination and the last house.  "," Hi drone, head forward towards 1 o'clock direction. After passing a group of houses you will then run into a triangle group of houses and the destination is the two house at the tip of triangle.  ","["" [INS] Hi drone, head forward towards 1 o'clock direction. After passing a group of houses you will then run into a triangle group of houses and the destination is the two house at the tip of triangle..  ""]","[[8.990395568495817, 38.821776961045195], [8.98976594503237, 38.82072909672299], [8.99081140266092, 38.82010091501013], [8.991441031273474, 38.82114878139197]]",[],1530,"[8.987458799046758, 38.81454168678155]","[8.996510949528268, 38.823642096200494]",2.8113714609027293e-06,2.8121001806494015e-06
 I don't see the triangle group of houses after turning left. Is the destination in my view? How does the destination look like? Where should I go now? .  , Turning to your right you will find the destination which is two houses at the tip of the triangle.  ," Hi drone, head forward towards 1 o'clock direction. After passing a group of houses you will then run into a triangle group of houses and the destination is the two house at the tip of triangle.  ","["" [INS] Hi drone, head forward towards 1 o'clock direction. After passing a group of houses you will then run into a triangle group of houses and the destination is the two house at the tip of triangle..  "", '[QUE] I do not see triangle group of houses. I cannot follow the instruction any more. Please further explain it..  [INS] turn to your left and you will find a group of houses, the destination and the last house.  ']","[[8.99175261462086, 38.82166468575073], [8.990704751328485, 38.822294307154536], [8.990076570988716, 38.82124884849616], [8.99112443496764, 38.82061922091343]]","[[[8.990395568495817, 38.821776961045195], [8.98976594503237, 38.82072909672299], [8.99081140266092, 38.82010091501013], [8.991441031273474, 38.82114878139197]]]",1530,"[8.987458799046758, 38.81454168678155]","[8.996510949528268, 38.823642096200494]",2.8113714609027293e-06,2.8121001806494015e-06
 I see multiple dark brown rectangular buildings. Can I see the destination? Where should I go now?.  ," Yes, you are on top of your destiny.  "," Hey drone, head southeast, go through the vegetation, go through the first building and go through the second building line and go to the rectangular building with dark brown roof, this is your destination.  ","[' [INS] Hey drone, head southeast, go through the vegetation, go through the first building and go through the second building line and go to the rectangular building with dark brown roof, this is your destination..  ']","[[18.53234847855594, 73.8947515133443], [18.530587726473016, 73.8931661274221], [18.532175342667678, 73.8914028984344], [18.533936094343616, 73.89298828354264]]",[],1196,"[18.529962342188814, 73.88547647697044]","[18.53905419601351, 73.89501064251175]",3.333624315141294e-06,3.3340131370349264e-06
 I don't see the long rectangular. How does the destination look like? I cannot follow the instruction any more. Please further explain it.  ," Head south from your current position until you reach the railroad tracks, then turn to the west to reach the destination. It is a long rectangular building with twin peaked rooftops.  "," Hi drone, could you please reverse in your 3 o'clock direction. Pass over the forest and their should be a line of tenements off to your right. Continue pass the tenements until you reach a long rectangular building. This is your destination.  ","["" [INS] Hi drone, could you please reverse in your 3 o'clock direction. Pass over the forest and their should be a line of tenements off to your right. Continue pass the tenements until you reach a long rectangular building. This is your destination..  ""]","[[18.53481025540511, 73.89467732271737], [18.533097366678508, 73.89446701535012], [18.533307262584906, 73.89275743988047], [18.535020150904526, 73.89296774317788]]",[],1196,"[18.529962342188814, 73.88547647697044]","[18.53905419601351, 73.89501064251175]",3.333624315141294e-06,3.3340131370349264e-06
 I see the tall buildings. Am I near the destination? What is the destination look like? How to go to destinaton? .  , You are not near your destination. It is a long dark gray building. Go to your two o'clock.  ," Hi drone, could you please reverse in your 3 o'clock direction. Pass over the forest and their should be a line of tenements off to your right. Continue pass the tenements until you reach a long rectangular building. This is your destination.  ","["" [INS] Hi drone, could you please reverse in your 3 o'clock direction. Pass over the forest and their should be a line of tenements off to your right. Continue pass the tenements until you reach a long rectangular building. This is your destination..  "", ""[QUE] I don't see the long rectangular. How does the destination look like? I cannot follow the instruction any more. Please further explain it..  [INS] Head south from your current position until you reach the railroad tracks, then turn to the west to reach the destination. It is a long rectangular building with twin peaked rooftops..  ""]","[[18.52998516434833, 73.89369172028233], [18.530847202910554, 73.89364653284598], [18.530892219413616, 73.894505239023], [18.53003018166536, 73.8945504305292]]","[[[18.53481025540511, 73.89467732271737], [18.533097366678508, 73.89446701535012], [18.533307262584906, 73.89275743988047], [18.535020150904526, 73.89296774317788]]]",1196,"[18.529962342188814, 73.88547647697044]","[18.53905419601351, 73.89501064251175]",3.333624315141294e-06,3.3340131370349264e-06
 I see the long dark gray building. I cannot follow the instruction any more. Please further explain it. .  , You are very close to the destination. Move towards your 10 o'clock. The destination is a structure that looks very much like the one you are currently on. It is right next to the one you are on.  ," Hi drone, could you please reverse in your 3 o'clock direction. Pass over the forest and their should be a line of tenements off to your right. Continue pass the tenements until you reach a long rectangular building. This is your destination.  ","["" [INS] Hi drone, could you please reverse in your 3 o'clock direction. Pass over the forest and their should be a line of tenements off to your right. Continue pass the tenements until you reach a long rectangular building. This is your destination..  "", ""[QUE] I don't see the long rectangular. How does the destination look like? I cannot follow the instruction any more. Please further explain it..  [INS] Head south from your current position until you reach the railroad tracks, then turn to the west to reach the destination. It is a long rectangular building with twin peaked rooftops..  "", ""[QUE] I see the tall buildings. Am I near the destination? What is the destination look like? How to go to destinaton? .  [INS] You are not near your destination. It is a long dark gray building. Go to your two o'clock..  ""]","[[18.531741933453795, 73.89239469836302], [18.532525277584845, 73.89360089645469], [18.53132187628741, 73.89438242299508], [18.53053853215636, 73.89317622653135]]","[[[18.53481025540511, 73.89467732271737], [18.533097366678508, 73.89446701535012], [18.533307262584906, 73.89275743988047], [18.535020150904526, 73.89296774317788]], [[18.52998516434833, 73.89369172028233], [18.530847202910554, 73.89364653284598], [18.530892219413616, 73.894505239023], [18.53003018166536, 73.8945504305292]]]",1196,"[18.529962342188814, 73.88547647697044]","[18.53905419601351, 73.89501064251175]",3.333624315141294e-06,3.3340131370349264e-06
